@T,obs,,,,,,
descr,observed runoff at Drake,,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,,
,,,,,,,
missing_val,-9999,,,,,,
date_start,09.01.2001,,,,,,
date_end,31.12.2013,,,,,,
date_format,dd.MM.yyyy,,,,,,
,,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n_conc[2],no3_n_ntrax[3],no3_n_load[4]
name,-,SF450,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5,6
elevation,-,289,289,289,289,289,289
x,-,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4
y,-,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7
,01.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.02.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.09.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.10.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.2000,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.2001,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.2001,0.101940648,-9999,-9999,-9999,-9999,-9999
,10.01.2001,0.113267386,-9999,-9999,-9999,-9999,-9999
,11.01.2001,0.130257494,1.7,-9999,1.7,-9999,0.000329055
,12.01.2001,0.158574341,1.72,-9999,2.3,-9999,0.000541973
,13.01.2001,0.16990108,1.74,-9999,-9999,-9999,-9999
,14.01.2001,0.147247602,1.76,-9999,-9999,-9999,-9999
,15.01.2001,0.130257494,1.78,-9999,-9999,-9999,-9999
,16.01.2001,0.118930756,1.79,-9999,-9999,-9999,-9999
,17.01.2001,0.113267386,1.81,-9999,-9999,-9999,-9999
,18.01.2001,0.135920864,1.83,-9999,-9999,-9999,-9999
,19.01.2001,0.124594125,1.85,-9999,-9999,-9999,-9999
,20.01.2001,0.118930756,1.87,-9999,-9999,-9999,-9999
,21.01.2001,0.124594125,1.89,-9999,-9999,-9999,-9999
,22.01.2001,0.118930756,1.91,-9999,-9999,-9999,-9999
,23.01.2001,0.130257494,1.92,-9999,-9999,-9999,-9999
,24.01.2001,0.118930756,1.94,-9999,-9999,-9999,-9999
,25.01.2001,0.107604017,1.96,-9999,-9999,-9999,-9999
,26.01.2001,0.101940648,1.98,-9999,-9999,-9999,-9999
,27.01.2001,0.113267386,2,-9999,-9999,-9999,-9999
,28.01.2001,0.130257494,2.02,-9999,-9999,-9999,-9999
,29.01.2001,0.16990108,2.04,-9999,-9999,-9999,-9999
,30.01.2001,0.226534773,2.06,-9999,-9999,-9999,-9999
,31.01.2001,0.243524881,2.08,-9999,-9999,-9999,-9999
,01.02.2001,0.209544665,2.09,-9999,-9999,-9999,-9999
,02.02.2001,0.16990108,2.11,-9999,-9999,-9999,-9999
,03.02.2001,0.152910972,2.13,-9999,-9999,-9999,-9999
,04.02.2001,0.192554557,2.15,-9999,-9999,-9999,-9999
,05.02.2001,0.203881296,2.17,-9999,-9999,-9999,-9999
,06.02.2001,0.209544665,2.19,-9999,-9999,-9999,-9999
,07.02.2001,0.203881296,2.21,-9999,-9999,-9999,-9999
,08.02.2001,0.226534773,2.22,-9999,-9999,-9999,-9999
,09.02.2001,0.198217926,2.24,-9999,-9999,-9999,-9999
,10.02.2001,0.175564449,2.26,-9999,-9999,-9999,-9999
,11.02.2001,0.158574341,2.28,-9999,-9999,-9999,-9999
,12.02.2001,0.186891188,2.31,-9999,-9999,-9999,-9999
,13.02.2001,0.226534773,2.42,-9999,-9999,-9999,-9999
,14.02.2001,0.243524881,2.54,-9999,-9999,-9999,-9999
,15.02.2001,0.220871403,2.66,-9999,-9999,-9999,-9999
,16.02.2001,0.203881296,2.78,-9999,-9999,-9999,-9999
,17.02.2001,0.186891188,2.9,-9999,-9999,-9999,-9999
,18.02.2001,0.16990108,3.02,-9999,-9999,-9999,-9999
,19.02.2001,0.192554557,3.14,-9999,-9999,-9999,-9999
,20.02.2001,0.209544665,3.25,-9999,-9999,-9999,-9999
,21.02.2001,0.192554557,3.37,-9999,-9999,-9999,-9999
,22.02.2001,0.181227818,3.49,-9999,-9999,-9999,-9999
,23.02.2001,0.203881296,3.61,-9999,-9999,-9999,-9999
,24.02.2001,0.237861511,3.73,-9999,-9999,-9999,-9999
,25.02.2001,0.339802159,3.85,-9999,-9999,-9999,-9999
,26.02.2001,0.311485313,3.97,-9999,-9999,-9999,-9999
